# Multi-country monthly macro panel: OECD Main Economic Indicators.
# Columns: iso,date(YYYY-MM),ip,cpi,shortrate,longrate,shareprice
# ip/cpi/shareprice are index levels; shortrate/longrate are per-cent yields.
# Source: OECD MEI via DBnomics (https://db.nomics.world, provider OECD/MEI).
# shortrate = 3-month interbank (IR3TIB01), immediate rate (IRSTCI01) where absent.
# Regenerate: make macropanel
iso,date,ip,cpi,shortrate,longrate,shareprice
AUS,1967-04,,,,,4.0602
AUS,1967-05,,,,,4.1912
AUS,1967-06,,,,,4.3442
AUS,1967-07,,,,,4.6227
AUS,1967-08,,,,,4.9086
AUS,1967-09,,,,,4.9942
AUS,1967-10,,,,,5.2782
AUS,1967-11,,,,,5.6369
AUS,1967-12,,,,,5.4257
AUS,1968-01,,,5.1000,,5.6041
AUS,1968-02,,,5.1500,,5.8353
AUS,1968-03,,,5.1500,,5.6642
AUS,1968-04,,,5.1500,,6.1066
AUS,1968-05,,,5.3000,,6.8859
AUS,1968-06,,,5.5000,,7.3556
AUS,1968-07,,,5.1000,,7.4994
AUS,1968-08,,,5.1000,,7.5085
AUS,1968-09,,,5.0500,,6.9915
AUS,1968-10,,,5.0000,,6.5636
AUS,1968-11,,,4.9000,,6.7293
AUS,1968-12,,,4.9000,,7.0916
AUS,1969-01,,,5.1000,,7.6415
AUS,1969-02,,,5.1000,,7.6597
AUS,1969-03,,,5.1500,,7.5085
AUS,1969-04,,,5.4000,,7.6651
AUS,1969-05,,,5.5000,,7.5504
AUS,1969-06,,,5.9000,,7.0042
AUS,1969-07,,,5.8000,5.8000,7.1116
AUS,1969-08,,,6.1000,5.7900,6.8513
AUS,1969-09,,,5.8000,5.8100,6.7967
AUS,1969-10,,,5.6000,5.8300,7.0734
AUS,1969-11,,,5.7000,5.8500,7.3629
AUS,1969-12,,,5.6500,5.9500,7.5796
AUS,1970-01,,,5.8000,5.9500,7.8508
AUS,1970-02,,,6.3000,5.9600,7.6906
AUS,1970-03,,,7.1500,6.0500,7.4612
AUS,1970-04,,,8.6000,6.9400,7.1025
AUS,1970-05,,,9.1000,6.8500,6.4034
AUS,1970-06,,,8.7000,6.8600,6.6892
AUS,1970-07,,,7.4000,6.8900,6.9004
AUS,1970-08,,,6.8000,6.8700,7.1481
AUS,1970-09,,,6.3500,6.8700,7.1426
AUS,1970-10,,,6.4000,6.8800,6.9969
AUS,1970-11,,,6.2000,6.8300,6.4325
AUS,1970-12,,,6.5000,6.8100,6.3160
AUS,1971-01,,,6.6000,6.8500,6.1776
AUS,1971-02,,,7.6000,6.8500,6.1175
AUS,1971-03,,,8.0000,6.8400,6.0829
AUS,1971-04,,,7.8000,6.8500,6.1448
AUS,1971-05,,,7.8000,6.8200,6.1867
AUS,1971-06,,,8.1500,6.8300,6.0138
AUS,1971-07,,,6.8000,6.8100,6.0538
AUS,1971-08,,,6.7000,6.8200,5.7716
AUS,1971-09,,,6.4500,6.7800,5.5477
AUS,1971-10,,,6.3000,6.5800,5.3419
AUS,1971-11,,,6.0000,6.3800,5.1307
AUS,1971-12,,,5.9000,6.1500,5.6988
AUS,1972-01,,,5.6000,6.1400,6.1012
AUS,1972-02,,,5.5000,5.8400,6.3269
AUS,1972-03,,,5.5000,5.8400,6.8677
AUS,1972-04,,,5.5000,5.8500,7.0206
AUS,1972-05,,,5.6000,5.8500,7.0825
AUS,1972-06,,,5.7500,5.8500,7.5450
AUS,1972-07,,,4.6000,5.8000,7.2009
AUS,1972-08,,,4.6000,5.7500,7.2810
AUS,1972-09,,,4.5000,5.7500,7.0479
AUS,1972-10,,,4.3000,5.7700,7.1098
AUS,1972-11,,,5.1000,5.7600,7.3738
AUS,1972-12,,,4.4500,5.7800,7.5085
AUS,1973-01,,,4.7000,5.6900,7.6779
AUS,1973-02,,,4.8000,5.7600,7.2154
AUS,1973-03,,,5.4500,5.8000,7.0861
AUS,1973-04,,,5.8000,6.1200,6.7548
AUS,1973-05,,,6.4000,6.2000,6.6583
AUS,1973-06,,,6.4000,6.7200,6.9387
AUS,1973-07,,,6.5000,6.7400,6.9241
AUS,1973-08,,,6.4000,6.7300,6.7202
AUS,1973-09,,,9.2500,8.3800,5.9555
AUS,1973-10,,,9.6500,8.3500,5.8681
AUS,1973-11,,,9.2000,8.3500,5.8244
AUS,1973-12,,,9.2500,8.3600,5.3510
AUS,1974-01,,,9.2500,8.3600,5.9810
AUS,1974-02,,,9.5000,8.3600,6.2140
AUS,1974-03,,,10.1000,8.3700,6.3724
AUS,1974-04,,,16.2500,8.3800,6.2504
AUS,1974-05,,,21.7500,8.4500,5.7516
AUS,1974-06,,,18.8000,9.5200,4.9468
AUS,1974-07,,,15.0000,9.5000,4.5190
AUS,1974-08,,,14.2000,9.5000,3.9236
AUS,1974-09,,,12.6000,9.5000,3.5376
AUS,1974-10,,,10.4000,9.5000,3.5267
AUS,1974-11,,,10.3000,9.5000,3.8690
AUS,1974-12,,,9.7500,9.5000,3.6978
AUS,1975-01,,,8.9500,9.4000,4.0001
AUS,1975-02,,,9.0000,9.5000,4.3970
AUS,1975-03,,,8.7500,9.5000,4.4407
AUS,1975-04,,,9.8000,9.5000,4.2968
AUS,1975-05,,,8.9000,9.5000,4.4024
AUS,1975-06,,,8.8000,9.5000,4.5736
AUS,1975-07,,,8.1500,10.0000,4.5445
AUS,1975-08,,,8.1500,10.0000,4.4243
AUS,1975-09,,,8.1000,10.0000,4.6246
AUS,1975-10,,,7.9500,10.0000,4.9996
AUS,1975-11,,,8.0500,10.0000,5.0288
AUS,1975-12,,,7.7000,10.0000,5.3765
AUS,1976-01,,,7.6500,10.0200,5.6460
AUS,1976-02,,,8.3500,10.0000,5.5750
AUS,1976-03,,,8.4000,9.9900,5.7243
AUS,1976-04,,,9.6100,10.0000,5.5731
AUS,1976-05,,,10.2400,10.0000,5.7279
AUS,1976-06,,,10.2700,9.9900,5.7807
AUS,1976-07,,,9.6700,10.0000,6.0356
AUS,1976-08,,,9.3600,9.9900,6.2650
AUS,1976-09,,,9.3100,9.9900,5.9628
AUS,1976-10,,,9.0600,9.9800,5.4694
AUS,1976-11,,,9.5200,10.0000,5.1799
AUS,1976-12,,,9.4400,10.4100,5.2691
AUS,1977-01,,,8.9300,10.4000,5.4311
AUS,1977-02,,,9.3100,10.4000,5.2746
AUS,1977-03,,,9.7300,10.4000,5.3729
AUS,1977-04,,,10.8600,10.4000,5.3583
AUS,1977-05,,,10.9400,10.4100,5.6314
AUS,1977-06,,,10.9500,10.4100,5.6259
AUS,1977-07,,,10.7200,10.4100,5.5458
AUS,1977-08,,,10.9000,10.4100,5.3365
AUS,1977-09,,,10.4300,10.1800,5.3838
AUS,1977-10,,,10.0200,10.0100,5.3874
AUS,1977-11,,,10.0100,9.7900,5.4584
AUS,1977-12,,,9.7500,9.5000,5.6150
AUS,1978-01,,,9.4900,9.3600,5.7516
AUS,1978-02,,,9.5500,9.2000,5.6769
AUS,1978-03,,,10.0400,9.2000,5.4894
AUS,1978-04,,,10.8600,9.1700,5.7370
AUS,1978-05,,,10.6000,9.1000,6.0047
AUS,1978-06,,,10.6300,9.1000,6.0920
AUS,1978-07,,,9.8400,9.1000,6.1813
AUS,1978-08,,,9.7000,9.0000,6.4981
AUS,1978-09,,,9.7200,9.0000,6.8658
AUS,1978-10,,,9.7400,8.8900,6.7657
AUS,1978-11,,,9.1900,8.8000,6.4671
AUS,1978-12,,,8.7600,8.8000,6.6055
AUS,1979-01,,,8.5100,8.8500,6.9205
AUS,1979-02,,,8.6000,9.0000,7.1481
AUS,1979-03,,,9.1600,9.3500,7.2573
AUS,1979-04,,,10.4200,9.6500,7.1098
AUS,1979-05,,,10.5400,9.7000,7.2354
AUS,1979-06,,,10.2600,10.0000,7.0953
AUS,1979-07,,,9.8600,10.0700,7.2336
AUS,1979-08,,,9.7800,10.0700,7.6269
AUS,1979-09,,,9.8700,10.0700,8.2186
AUS,1979-10,,,10.0400,10.0700,8.3133
AUS,1979-11,,,10.1200,10.0800,8.4098
AUS,1979-12,,,10.1200,10.0800,9.1035
AUS,1980-01,,,10.0300,10.4500,10.6693
AUS,1980-02,,,10.0600,10.5500,11.0079
AUS,1980-03,,,11.4700,11.2000,9.3456
AUS,1980-04,,,13.2800,11.7300,9.6333
AUS,1980-05,,,13.8300,11.7800,10.8277
AUS,1980-06,,,13.8300,11.7600,11.4431
AUS,1980-07,,,12.8700,11.7800,11.5960
AUS,1980-08,,,12.3300,11.8200,12.0239
AUS,1980-09,,,11.6900,11.7800,12.6302
AUS,1980-10,,,11.2200,11.9000,13.3220
AUS,1980-11,,,11.2700,12.4200,13.3530
AUS,1980-12,,,12.4500,12.6000,12.9907
AUS,1981-01,,,12.6100,13.1000,11.9620
AUS,1981-02,,,13.3600,13.1000,11.8746
AUS,1981-03,,,14.6300,13.1000,12.8887
AUS,1981-04,,,16.6900,13.1000,12.8596
AUS,1981-05,,,16.2800,13.1000,12.9888
AUS,1981-06,,,15.5800,13.1000,12.7376
AUS,1981-07,,,15.3900,13.9000,11.5323
AUS,1981-08,,,15.7200,15.0000,11.4558
AUS,1981-09,,,15.3500,15.0000,10.4708
AUS,1981-10,,,14.6900,15.0000,10.0084
AUS,1981-11,,,14.6200,15.0000,10.8149
AUS,1981-12,,,15.5400,15.0000,10.8422
AUS,1982-01,,,16.2100,15.0000,9.9920
AUS,1982-02,,,17.1200,15.1000,8.9396
AUS,1982-03,,,18.8900,15.1500,8.4134
AUS,1982-04,,,21.3900,15.2000,9.1672
AUS,1982-05,,,18.4500,16.4000,9.1927
AUS,1982-06,,,18.5700,16.4000,8.6137
AUS,1982-07,,,17.2900,16.4000,8.4681
AUS,1982-08,,,17.1700,16.5000,8.7885
AUS,1982-09,,,15.4600,15.2000,9.1636
AUS,1982-10,,,14.5700,14.5500,9.1872
AUS,1982-11,,,14.7600,14.6000,8.8194
AUS,1982-12,,,12.1300,14.0000,8.8377
AUS,1983-01,,,10.6500,13.0000,9.7753
AUS,1983-02,,,13.7700,13.6000,9.0798
AUS,1983-03,,,15.2600,14.4000,9.3347
AUS,1983-04,,,13.9200,14.1000,10.7767
AUS,1983-05,,,12.1500,13.1000,11.2883
AUS,1983-06,,,14.2400,14.7000,11.0170
AUS,1983-07,,,12.8000,14.8000,12.2351
AUS,1983-08,,,12.1600,14.7000,12.7685
AUS,1983-09,,,11.0600,14.1500,13.0726
AUS,1983-10,,,10.9400,13.4000,12.5209
AUS,1983-11,,,10.5500,13.2000,13.5460
AUS,1983-12,,,8.8900,13.5000,14.1159
AUS,1984-01,,,9.7600,13.5000,13.9411
AUS,1984-02,,,12.0400,14.0000,13.4331
AUS,1984-03,,,13.7700,14.1000,13.6643
AUS,1984-04,,,13.8800,13.9000,13.7645
AUS,1984-05,,,13.7800,14.1500,11.9237
AUS,1984-06,,,12.8100,13.7500,11.9966
AUS,1984-07,,,12.3000,13.1500,12.4153
AUS,1984-08,,,11.5600,12.8000,13.3530
AUS,1984-09,,,10.5300,13.1000,13.4568
AUS,1984-10,,,11.1700,13.2000,13.7208
AUS,1984-11,,,11.2600,13.2500,13.6461
AUS,1984-12,,,12.3400,13.4000,13.2201
AUS,1985-01,,,13.3500,13.1000,14.0813
AUS,1985-02,,,13.8100,13.7000,14.4254
AUS,1985-03,,,15.2900,13.8000,15.1067
AUS,1985-04,,,15.7900,13.9500,15.9329
AUS,1985-05,,,15.5300,13.8000,15.9045
AUS,1985-06,,,15.7500,13.5000,15.6724
AUS,1985-07,,,15.1400,13.4000,17.0439
AUS,1985-08,,,16.2500,13.9500,17.0748
AUS,1985-09,,,16.7800,13.8000,17.9706
AUS,1985-10,,,16.3600,14.5500,18.6995
AUS,1985-11,,,18.1800,15.0500,18.0380
AUS,1985-12,,,19.5600,14.8500,18.2758
AUS,1986-01,,,18.9700,14.1000,19.5789
AUS,1986-02,,,18.2900,13.7000,19.1193
AUS,1986-03,,,16.4400,12.6000,20.6931
AUS,1986-04,,,15.7600,12.2500,22.0404
AUS,1986-05,,,14.7300,12.6500,22.5997
AUS,1986-06,,,14.6800,12.9500,21.4857
AUS,1986-07,,,14.8500,14.2000,20.4499
AUS,1986-08,,,17.3700,14.1000,21.7089
AUS,1986-09,,,18.0800,13.8500,22.6964
AUS,1986-10,,,16.8200,13.6000,25.0746
AUS,1986-11,,,15.9000,13.6000,25.1178
AUS,1986-12,,,15.5300,13.4000,26.8218
AUS,1987-01,,,15.8600,13.8000,27.2431
AUS,1987-02,,,16.7000,14.0000,29.3853
AUS,1987-03,,,16.4100,13.4500,30.7663
AUS,1987-04,,,15.0800,13.0500,31.8543
AUS,1987-05,,,14.1400,13.0000,32.2376
AUS,1987-06,,,13.6800,12.8000,32.1437
AUS,1987-07,,,12.9900,12.9500,36.9674
AUS,1987-08,,,12.5400,12.9500,39.1448
AUS,1987-09,,,11.7000,12.5000,40.9507
AUS,1987-10,,,11.9900,13.6500,23.5687
AUS,1987-11,,,12.4500,13.3000,24.2061
AUS,1987-12,,,11.4600,12.8500,24.0122
AUS,1988-01,,,11.0500,12.4000,22.8871
AUS,1988-02,,,10.9500,12.3000,22.7713
AUS,1988-03,,,10.9500,11.9000,25.7687
AUS,1988-04,,,11.3900,11.5000,26.5203
AUS,1988-05,,,12.2800,12.3000,28.5288
AUS,1988-06,,,13.1000,11.9500,28.3124
AUS,1988-07,,,13.0800,11.9500,29.3440
AUS,1988-08,,,13.3200,11.8000,28.5953
AUS,1988-09,,,13.6400,11.9500,28.2494
AUS,1988-10,,,14.0000,11.9000,28.8930
AUS,1988-11,,,14.7300,12.3500,26.7903
AUS,1988-12,,,15.1100,12.9500,27.0774
AUS,1989-01,,,15.5600,13.3000,28.2353
AUS,1989-02,,,16.5400,13.6500,27.0435
AUS,1989-03,,,17.2500,13.6500,26.5743
AUS,1989-04,,,17.4600,13.4000,27.3214
AUS,1989-05,,,17.5200,13.9000,27.8563
AUS,1989-06,,,18.3700,13.5000,27.6939
AUS,1989-07,,,18.0600,13.3500,29.7549
AUS,1989-08,,,17.9600,12.9500,32.1031
AUS,1989-09,,,18.1200,13.6500,31.6071
AUS,1989-10,,,18.3600,13.5500,29.9721
AUS,1989-11,,,18.2500,13.1000,29.3423
AUS,1989-12,,,17.8900,12.9000,30.0386
AUS,1990-01,,,17.3300,12.8000,30.5327
AUS,1990-02,,,16.2000,13.3000,28.6395
AUS,1990-03,,,15.8400,13.4400,27.9615
AUS,1990-04,,,15.1400,13.7800,26.1175
AUS,1990-05,,,15.0500,13.5100,27.5225
AUS,1990-06,,,15.0200,13.4000,27.3226
AUS,1990-07,,,14.8300,13.1600,28.6556
AUS,1990-08,,,13.9200,13.4900,27.4492
AUS,1990-09,,,13.5200,13.6300,25.4315
AUS,1990-10,,,13.0700,13.3500,24.1648
AUS,1990-11,,,12.4100,12.2300,24.0270
AUS,1990-12,,,12.1900,12.0700,23.3016
AUS,1991-01,,,11.9300,11.5200,24.0610
AUS,1991-02,,,11.6200,11.5300,25.5921
AUS,1991-03,,,11.4900,11.3800,26.2941
AUS,1991-04,,,11.3600,10.9800,27.9333
AUS,1991-05,,,10.7200,10.7500,27.4932
AUS,1991-06,,,10.3900,11.1700,27.4233
AUS,1991-07,,,10.3400,10.9900,28.6268
AUS,1991-08,,,10.1300,10.6700,28.0460
AUS,1991-09,,,9.5800,10.3100,28.4393
AUS,1991-10,,,8.9700,9.8200,30.6423
AUS,1991-11,,,8.3400,9.7800,29.2568
AUS,1991-12,,,7.8400,9.3900,30.0670
AUS,1992-01,,,7.4500,10.1100,29.5444
AUS,1992-02,,,7.5200,10.0400,29.3897
AUS,1992-03,,,7.5100,9.8900,28.8143
AUS,1992-04,,,7.1800,9.4300,30.1489
AUS,1992-05,,,6.5600,9.1200,31.0356
AUS,1992-06,,,6.4200,8.9000,30.5331
AUS,1992-07,,,5.6400,8.3000,30.0324
AUS,1992-08,,,5.7300,8.9700,28.7542
AUS,1992-09,,,5.9400,8.9400,27.6436
AUS,1992-10,,,5.8600,8.8600,26.3873
AUS,1992-11,,,5.8800,9.1400,25.8102
AUS,1992-12,,,5.9000,8.9400,27.5362
AUS,1993-01,,,5.8800,8.6000,27.9768
AUS,1993-02,,,5.8200,7.9800,28.9964
AUS,1993-03,,,5.3800,7.8200,30.2909
AUS,1993-04,,,5.2700,7.5500,30.8590
AUS,1993-05,,,5.1500,7.7100,30.8917
AUS,1993-06,,,5.2200,7.3700,31.3506
AUS,1993-07,,,5.0500,6.8800,32.6451
AUS,1993-08,,,4.7800,6.6400,34.3929
AUS,1993-09,,,4.8600,6.8400,34.6132
AUS,1993-10,,,4.8100,6.4900,36.4285
AUS,1993-11,,,4.7800,6.8100,36.6907
AUS,1993-12,,,4.8200,6.6800,36.8818
AUS,1994-01,,,4.8100,6.3600,39.2578
AUS,1994-02,,,4.8000,7.0500,39.6711
AUS,1994-03,,,4.8800,7.9500,37.8067
AUS,1994-04,,,4.9200,8.4400,36.4631
AUS,1994-05,,,4.8500,8.7900,36.5650
AUS,1994-06,,,5.1200,9.6300,36.0935
AUS,1994-07,,,5.4100,9.5700,35.7202
AUS,1994-08,,,5.6000,9.3600,36.7744
AUS,1994-09,,,5.9300,10.3300,36.3192
AUS,1994-10,,,6.4500,10.5100,35.4271
AUS,1994-11,,,7.1600,10.4700,34.2327
AUS,1994-12,,,7.9500,10.0400,33.4972
AUS,1995-01,,,8.3700,10.3345,33.1075
AUS,1995-02,,,8.0800,10.1465,33.1276
AUS,1995-03,,,8.1300,10.1378,33.8176
AUS,1995-04,,,7.8900,9.7988,35.6875
AUS,1995-05,,,7.7000,9.1061,36.3830
AUS,1995-06,,,7.5500,8.8562,35.7858
AUS,1995-07,,,7.5600,9.0819,37.4299
AUS,1995-08,,,7.5800,9.1243,38.0798
AUS,1995-09,,,7.4900,8.6862,38.2565
AUS,1995-10,,,7.4700,8.5086,37.3388
AUS,1995-11,,,7.4600,8.4950,37.8286
AUS,1995-12,,,7.4300,8.2547,39.2924
AUS,1996-01,,,7.4600,8.1124,39.9734
AUS,1996-02,,,7.4700,8.2486,40.2865
AUS,1996-03,,,7.5300,8.8081,39.8678
AUS,1996-04,,,7.5700,8.8737,39.9916
AUS,1996-05,,,7.5500,8.8322,40.1354
AUS,1996-06,,,7.5700,8.9316,39.3835
AUS,1996-07,,,7.5600,8.6296,38.2291
AUS,1996-08,,,6.9200,8.0400,39.5728
AUS,1996-09,,,6.9100,8.0033,39.7076
AUS,1996-10,,,6.7000,7.5504,41.3553
AUS,1996-11,,,6.4500,7.1567,41.9288
AUS,1996-12,,,6.1300,7.3240,41.9980
AUS,1997-01,,,5.8200,7.4590,43.1050
AUS,1997-02,,,5.9100,7.3940,43.8405
AUS,1997-03,,,6.0500,7.8995,42.9957
AUS,1997-04,,,6.0400,7.9238,42.8082
AUS,1997-05,,,5.8700,7.6745,45.0804
AUS,1997-06,,,5.3500,7.1510,47.2725
AUS,1997-07,,,5.1900,6.6426,48.0190
AUS,1997-08,,,4.9000,6.6510,47.1760
AUS,1997-09,,,4.7700,6.3114,47.8078
AUS,1997-10,,,4.8300,6.1822,46.8847
AUS,1997-11,,,4.9500,6.0310,44.5633
AUS,1997-12,,,5.0700,6.1390,45.5848
AUS,1998-01,,,4.9900,5.8060,46.8028
AUS,1998-02,,,4.9700,5.8870,47.3836
AUS,1998-03,,,4.9600,5.8650,48.6836
AUS,1998-04,,,4.9200,5.6850,50.3441
AUS,1998-05,,,4.9600,5.6390,49.1151
AUS,1998-06,,,5.3200,5.5762,46.6499
AUS,1998-07,,,5.1700,5.5213,49.1624
AUS,1998-08,,,5.1900,5.6386,46.4277
AUS,1998-09,,,5.0300,5.3459,45.2042
AUS,1998-10,,,4.8300,4.9659,44.6344
AUS,1998-11,,,4.8800,5.1310,47.8533
AUS,1998-12,,,4.8000,4.8548,48.2921
AUS,1999-01,,,4.7900,5.1279,49.8871
AUS,1999-02,,,4.7700,5.3000,50.7319
AUS,1999-03,,,4.8100,5.5265,51.7678
AUS,1999-04,,,4.7600,5.3575,54.4388
AUS,1999-05,,,4.8600,5.8757,53.0660
AUS,1999-06,,,4.9300,6.2067,52.9076
AUS,1999-07,,,4.8900,6.1359,54.5480
AUS,1999-08,,,4.9200,6.3400,53.4702
AUS,1999-09,,,5.0100,6.3414,52.3450
AUS,1999-10,,,5.3100,6.6067,51.1397
AUS,1999-11,,,5.4400,6.5564,53.4374
AUS,1999-12,,,5.6500,6.7371,55.9973
AUS,2000-01,,,5.6600,7.1779,56.0597
AUS,2000-02,,,5.8000,6.9576,56.9274
AUS,2000-03,,,5.8900,6.5704,58.4541
AUS,2000-04,,,6.0400,6.2647,56.6588
AUS,2000-05,,,6.3100,6.4657,55.6391
AUS,2000-06,,,6.2300,6.1724,57.5577
AUS,2000-07,,,6.2000,6.1619,60.0898
AUS,2000-08,,,6.4900,6.2274,60.5213
AUS,2000-09,,,6.5700,6.1362,59.9229
AUS,2000-10,,,6.4100,6.1080,59.3899
AUS,2000-11,,,6.3300,5.9895,60.2079
AUS,2000-12,,,6.2000,5.5432,59.2948
AUS,2001-01,,,5.9100,5.4055,59.6887
AUS,2001-02,,,5.5900,5.3213,60.4496
AUS,2001-03,,,5.1400,5.1307,59.2442
AUS,2001-04,,,4.8600,5.5772,59.4515
AUS,2001-05,,,4.8900,5.9435,61.6523
AUS,2001-06,,,4.9700,5.8967,62.2346
AUS,2001-07,,,5.0400,6.0864,61.3822
AUS,2001-08,,,4.9500,5.7615,61.1726
AUS,2001-09,,,4.5500,5.5782,56.4594
AUS,2001-10,,,4.3600,5.4076,58.1685
AUS,2001-11,,,4.2800,5.4577,60.2580
AUS,2001-12,,,4.2500,5.8168,61.0897
AUS,2002-01,,,4.2600,5.8583,62.3467
AUS,2002-02,,,4.3100,5.9458,62.7873
AUS,2002-03,,,4.4600,6.3090,62.6500
AUS,2002-04,,,4.5900,6.2940,61.5825
AUS,2002-05,,,4.8400,6.2152,61.2698
AUS,2002-06,,,5.0700,6.0076,59.9564
AUS,2002-07,,,4.9800,5.8598,57.2474
AUS,2002-08,,,4.9600,5.6484,56.7129
AUS,2002-09,,,4.9200,5.4357,56.2050
AUS,2002-10,,,4.9000,5.6591,54.3826
AUS,2002-11,,,4.8400,5.4995,54.9275
AUS,2002-12,,,4.8300,5.3950,54.8500
AUS,2003-01,,,4.8000,5.2750,55.2702
AUS,2003-02,,,4.7500,5.1677,52.0518
AUS,2003-03,,,4.7600,5.2717,51.1497
AUS,2003-04,,,4.7900,5.3461,53.9099
AUS,2003-05,,,4.7800,5.0282,54.1712
AUS,2003-06,,,4.6700,4.8027,55.7921
AUS,2003-07,,,4.7200,5.2328,55.9043
AUS,2003-08,,,4.8200,5.5240,57.5324
AUS,2003-09,,,4.9100,5.5130,58.2977
AUS,2003-10,,,4.9700,5.6087,59.2876
AUS,2003-11,,,5.3100,5.8740,58.3679
AUS,2003-12,,,5.4700,5.7574,58.9150
AUS,2004-01,,,5.5500,5.7005,60.1267
AUS,2004-02,,,5.5700,5.6205,60.3317
AUS,2004-03,,,5.5100,5.4154,62.0718
AUS,2004-04,,,5.5400,5.8030,62.6261
AUS,2004-05,,,5.5100,5.9581,61.7757
AUS,2004-06,,,5.4900,5.8455,63.7306
AUS,2004-07,,,5.4600,5.7177,64.2325
AUS,2004-08,,,5.4400,5.5832,64.0318
AUS,2004-09,,,5.4200,5.4120,65.8170
